age,income,credit_score,education,employment_status,years_employed,account_balance,num_credit_cards,debt_ratio,marital_status,state,customer_since
45.0,49953.0,705.0,PhD,Full-time,17.0,15940.0,2.0,0.326,Married,Other,2022-04-06 12:53:24.213453
43.0,66176.0,632.0,High School,Full-time,16.3,,2.0,0.291,Single,TX,2022-10-20 12:53:24.213453
32.0,89696.0,708.0,PhD,Full-time,4.8,22114.0,3.0,0.291,Married,Other,2023-05-17 12:53:24.213453
74.0,101945.0,784.0,PhD,Retired,0.0,44966.0,6.0,,Single,Other,2022-07-16 12:53:24.213453
52.0,105587.0,780.0,Bachelor,Retired,0.0,34488.0,6.0,,Married,OH,2024-04-09 12:53:24.213453
18.0,55166.0,606.0,Bachelor,Part-time,0.0,,2.0,,Married,Other,2023-01-08 12:53:24.213453
45.0,62196.0,665.0,Bachelor,Unemployed,0.0,6922.0,3.0,0.312,Married,Other,2024-01-18 12:53:24.213453
32.0,59535.0,639.0,Master,Full-time,9.5,16648.0,2.0,0.347,Single,Other,2023-03-19 12:53:24.213453
55.0,109926.0,792.0,Some College,Full-time,22.6,67988.0,7.0,,Married,Other,2024-11-21 12:53:24.213453
30.0,42313.0,631.0,Some College,Full-time,7.7,25131.0,1.0,0.337,Divorced,CA,2023-12-18 12:53:24.213453
40.0,59946.0,693.0,Bachelor,Full-time,12.8,34042.0,3.0,0.369,Single,Other,2024-04-06 12:53:24.213453
50.0,69275.0,775.0,Some College,Full-time,23.0,,3.0,0.276,Married,Other,2023-05-28 12:53:24.213453
55.0,70279.0,684.0,Some College,Full-time,25.9,26655.0,3.0,0.306,Married,Other,2024-12-21 12:53:24.213453
24.0,29261.0,646.0,Some College,Full-time,4.2,16378.0,2.0,,Single,Other,2022-02-14 12:53:24.213453
37.0,40141.0,650.0,Bachelor,Full-time,10.3,10744.0,2.0,0.314,Married,Other,2022-02-16 12:53:24.213453
35.0,,630.0,Master,Full-time,11.7,33063.0,3.0,0.283,Divorced,NC,2023-07-18 12:53:24.213453
32.0,39450.0,592.0,High School,Full-time,7.4,11462.0,1.0,0.343,Divorced,Other,2022-04-21 12:53:24.213453
68.0,108507.0,803.0,Master,Full-time,36.5,,7.0,,Married,OH,2023-11-17 12:53:24.213453
48.0,51662.0,719.0,Bachelor,Full-time,20.4,25016.0,3.0,0.281,Single,OH,2023-04-11 12:53:24.213453
23.0,42463.0,604.0,Bachelor,Full-time,0.0,,2.0,0.351,Married,FL,2024-11-27 12:53:24.213453
56.0,99503.0,809.0,Bachelor,Full-time,27.2,12694.0,5.0,0.194,Married,Other,2024-11-14 12:53:24.213453
74.0,84094.0,,Bachelor,Retired,0.0,56369.0,5.0,0.227,Single,Other,2023-12-10 12:53:24.213453
57.0,94111.0,761.0,High School,Full-time,28.5,43564.0,4.0,0.243,Married,FL,2024-03-20 12:53:24.213453
19.0,49915.0,565.0,Bachelor,Full-time,0.0,18567.0,2.0,0.353,Single,CA,2022-08-04 12:53:24.213453
35.0,37355.0,,High School,Full-time,12.0,15712.0,1.0,0.373,Married,Other,2023-03-28 12:53:24.213453
61.0,119589.0,825.0,Master,Full-time,33.0,20149.0,7.0,0.161,Divorced,Other,2023-05-11 12:53:24.213453
31.0,,632.0,PhD,Full-time,5.1,13678.0,2.0,0.384,Single,Other,2022-04-23 12:53:24.213453
49.0,65925.0,631.0,Some College,Unemployed,0.0,38834.0,2.0,0.257,Single,FL,2023-08-20 12:53:24.213453
54.0,83163.0,747.0,High School,Unemployed,0.0,55786.0,5.0,0.19,Married,CA,2023-11-04 12:53:24.213453
28.0,53375.0,646.0,Bachelor,Full-time,6.0,11855.0,2.0,0.282,Married,NC,2022-12-21 12:53:24.213453
41.0,65640.0,697.0,Some College,Full-time,16.4,27563.0,3.0,0.281,Single,CA,2022-03-22 12:53:24.213453
18.0,38081.0,625.0,Master,Part-time,0.0,14718.0,2.0,0.386,Single,FL,2024-12-16 12:53:24.213453
27.0,29690.0,575.0,High School,Full-time,4.2,,1.0,,Married,TX,2023-12-08 12:53:24.213453
38.0,62540.0,693.0,High School,Full-time,11.9,19454.0,4.0,0.318,Married,FL,2024-10-07 12:53:24.213453
23.0,20000.0,621.0,PhD,Full-time,0.0,10232.0,1.0,0.395,Single,CA,2024-04-02 12:53:24.213453
66.0,100332.0,,Bachelor,Retired,0.0,55098.0,3.0,0.158,Married,Other,2025-01-20 12:53:24.213453
21.0,,590.0,Bachelor,Full-time,0.0,7705.0,1.0,0.417,Single,NY,2023-11-18 12:53:24.213453
35.0,44467.0,630.0,Some College,Full-time,8.8,23019.0,2.0,0.309,Married,OH,2022-05-27 12:53:24.213453
44.0,87541.0,713.0,Bachelor,Full-time,17.8,21895.0,5.0,0.244,Married,Other,2024-11-23 12:53:24.213453
64.0,115370.0,814.0,Bachelor,Full-time,35.0,65972.0,6.0,0.18,Single,Other,2025-01-24 12:53:24.213453
20.0,42137.0,584.0,Bachelor,Full-time,0.0,7955.0,1.0,,Single,Other,2025-01-18 12:53:24.213453
59.0,,728.0,Bachelor,Retired,0.0,42655.0,4.0,0.265,Single,Other,2024-07-23 12:53:24.213453
42.0,61254.0,684.0,Bachelor,Full-time,17.1,34847.0,3.0,0.32,Single,Other,2023-06-16 12:53:24.213453
27.0,61696.0,606.0,Some College,Full-time,0.0,,3.0,,Single,Other,2024-04-08 12:53:24.213453
49.0,78626.0,,Some College,Full-time,20.5,28626.0,4.0,0.279,Married,Other,2024-06-05 12:53:24.213453
45.0,105290.0,757.0,Bachelor,Full-time,17.3,29892.0,4.0,,Single,Other,2022-04-09 12:53:24.213453
33.0,58400.0,619.0,High School,Full-time,9.8,,3.0,0.319,Single,MI,2023-11-25 12:53:24.213453
43.0,70381.0,715.0,Bachelor,Full-time,11.6,11234.0,3.0,0.276,Single,NY,2024-04-01 12:53:24.213453
36.0,52363.0,670.0,High School,Full-time,16.3,14747.0,3.0,0.307,Married,Other,2022-09-08 12:53:24.213453
44.0,71003.0,647.0,Bachelor,Full-time,18.7,33696.0,3.0,0.29,Married,MI,2024-11-05 12:53:24.213453
52.0,78713.0,710.0,Bachelor,Full-time,24.3,22933.0,4.0,0.226,Single,Other,2022-09-10 12:53:24.213453
66.0,112622.0,842.0,High School,Full-time,37.6,35154.0,5.0,0.147,Single,CA,2023-12-08 12:53:24.213453
23.0,51851.0,,High School,Full-time,5.5,,2.0,0.364,Single,PA,2022-08-29 12:53:24.213453
74.0,102210.0,,High School,Retired,0.0,38583.0,4.0,,Married,Other,2024-08-18 12:53:24.213453
18.0,20000.0,584.0,Bachelor,Full-time,0.0,3717.0,1.0,0.39,Single,FL,2024-07-04 12:53:24.213453
40.0,35457.0,675.0,Bachelor,Full-time,14.7,11831.0,1.0,0.327,Divorced,Other,2024-06-30 12:53:24.213453
51.0,87120.0,729.0,High School,Full-time,22.9,37629.0,5.0,0.22,Single,Other,2022-10-19 12:53:24.213453
46.0,55450.0,672.0,Bachelor,Full-time,18.2,,3.0,0.336,Divorced,Other,2023-07-02 12:53:24.213453
33.0,20207.0,658.0,Some College,Full-time,7.1,12943.0,1.0,0.378,Single,Other,2024-04-07 12:53:24.213453
39.0,67329.0,,Some College,Full-time,12.2,31139.0,3.0,0.318,Divorced,Other,2025-01-21 12:53:24.213453
35.0,,723.0,Master,Full-time,7.7,,3.0,0.177,Married,Other,2023-07-24 12:53:24.213453
33.0,52409.0,650.0,Some College,Full-time,8.6,40934.0,2.0,0.329,Married,Other,2023-03-23 12:53:24.213453
55.0,98077.0,735.0,Some College,Full-time,23.0,46675.0,6.0,0.244,Married,Other,2022-03-24 12:53:24.213453
47.0,74727.0,687.0,High School,Full-time,20.4,23315.0,3.0,0.329,Married,Other,2022-03-09 12:53:24.213453
32.0,49517.0,657.0,High School,Full-time,7.9,16757.0,2.0,0.318,Married,Other,2022-12-04 12:53:24.213453
55.0,,773.0,Some College,Full-time,26.7,44246.0,7.0,0.13,Married,Other,2024-05-25 12:53:24.213453
47.0,69146.0,748.0,High School,Full-time,19.0,16354.0,4.0,0.242,Divorced,CA,2024-07-16 12:53:24.213453
54.0,88011.0,766.0,Bachelor,Full-time,31.8,19507.0,5.0,0.161,Married,TX,2022-03-24 12:53:24.213453
51.0,84325.0,688.0,Some College,Full-time,25.9,30365.0,2.0,0.239,Married,GA,2023-09-28 12:53:24.213453
30.0,37979.0,656.0,Bachelor,Full-time,3.9,29825.0,1.0,0.355,Single,PA,2023-04-27 12:53:24.213453
34.0,68881.0,637.0,High School,Full-time,10.1,34692.0,3.0,0.276,Divorced,Other,2023-05-06 12:53:24.213453
53.0,79876.0,723.0,Some College,Full-time,23.6,18041.0,2.0,0.247,Married,TX,2024-03-15 12:53:24.213453
51.0,68164.0,725.0,Bachelor,Full-time,21.2,7748.0,2.0,0.273,Married,Other,2023-03-01 12:53:24.213453
42.0,74048.0,756.0,Master,Full-time,13.3,16071.0,3.0,0.239,Married,NY,2024-12-26 12:53:24.213453
44.0,55523.0,777.0,High School,Full-time,18.5,24030.0,3.0,0.272,Married,OH,2024-11-27 12:53:24.213453
61.0,94923.0,792.0,Master,Full-time,29.8,29196.0,6.0,0.166,Divorced,FL,2023-11-08 12:53:24.213453
33.0,52363.0,642.0,Bachelor,Retired,0.0,29295.0,2.0,0.325,Single,Other,2022-10-20 12:53:24.213453
50.0,94288.0,756.0,Bachelor,Retired,0.0,22770.0,5.0,0.179,Married,CA,2023-10-24 12:53:24.213453
39.0,68620.0,708.0,Bachelor,Part-time,16.3,24297.0,3.0,0.265,Single,TX,2023-07-14 12:53:24.213453
39.0,61125.0,665.0,High School,Full-time,11.9,37089.0,3.0,0.271,Married,Other,2022-11-27 12:53:24.213453
58.0,102266.0,826.0,High School,Full-time,29.8,24309.0,6.0,,Single,TX,2023-05-30 12:53:24.213453
54.0,104853.0,770.0,Bachelor,Full-time,26.9,29329.0,7.0,0.166,Single,FL,2022-05-02 12:53:24.213453
54.0,,765.0,Some College,Full-time,24.7,31998.0,4.0,,Married,Other,2022-12-11 12:53:24.213453
62.0,96155.0,,Master,Full-time,30.5,40060.0,5.0,0.137,Married,CA,2024-09-01 12:53:24.213453
42.0,46322.0,681.0,Some College,Full-time,19.2,16838.0,3.0,0.281,Married,OH,2022-09-25 12:53:24.213453
52.0,65023.0,742.0,High School,Full-time,24.5,10554.0,2.0,0.249,Single,CA,2022-04-23 12:53:24.213453
37.0,53922.0,,Bachelor,Full-time,13.3,12635.0,3.0,0.315,Divorced,IL,2023-11-30 12:53:24.213453
47.0,64357.0,685.0,Some College,Full-time,18.4,20584.0,4.0,0.336,Divorced,Other,2022-07-27 12:53:24.213453
40.0,60195.0,643.0,Bachelor,Unemployed,,18459.0,,0.286,Married,CA,2022-10-07 12:53:24.213453
43.0,68350.0,707.0,Bachelor,Full-time,15.7,40200.0,4.0,0.247,Married,Other,2024-03-05 12:53:24.213453
51.0,87445.0,760.0,Master,Full-time,23.0,59101.0,4.0,0.157,Married,Other,2023-11-28 12:53:24.213453
30.0,46943.0,647.0,Bachelor,Unemployed,0.0,28629.0,2.0,0.348,Single,CA,2024-07-21 12:53:24.213453
73.0,,850.0,Bachelor,Retired,0.0,26728.0,8.0,0.056,Married,Other,2022-05-01 12:53:24.213453
27.0,44467.0,621.0,Bachelor,Full-time,0.6,,2.0,0.368,Married,NY,2023-01-04 12:53:24.213453
24.0,20000.0,608.0,Master,Full-time,0.0,8000.0,1.0,0.405,Single,CA,2022-07-18 12:53:24.213453
59.0,77410.0,718.0,Some College,Full-time,30.9,23458.0,3.0,0.264,Married,CA,2023-08-31 12:53:24.213453
54.0,,728.0,High School,Part-time,26.8,29546.0,4.0,0.261,Married,PA,2024-03-20 12:53:24.213453
51.0,61355.0,731.0,Some College,Full-time,22.4,27558.0,3.0,0.245,Married,Other,2022-07-19 12:53:24.213453
51.0,88499.0,763.0,High School,Full-time,,57065.0,,0.2,Married,NY,2023-01-27 12:53:24.213453
42.0,,702.0,Bachelor,Full-time,13.9,45417.0,6.0,0.204,Single,Other,2022-10-01 12:53:24.213453
29.0,64781.0,646.0,Bachelor,Full-time,4.9,8201.0,2.0,0.361,Married,Other,2022-06-17 12:53:24.213453
43.0,64298.0,644.0,Bachelor,Retired,0.0,44020.0,3.0,0.316,Married,IL,2024-12-17 12:53:24.213453
32.0,73361.0,655.0,High School,Full-time,9.9,10871.0,4.0,0.258,Married,Other,2023-07-03 12:53:24.213453
57.0,90730.0,784.0,Bachelor,Full-time,27.0,41917.0,5.0,,Married,Other,2022-12-29 12:53:24.213453
40.0,57944.0,691.0,Some College,Full-time,12.1,31552.0,2.0,0.278,Married,CA,2024-09-21 12:53:24.213453
30.0,38799.0,640.0,Bachelor,Full-time,6.9,20015.0,1.0,0.409,Single,NY,2023-08-16 12:53:24.213453
37.0,,662.0,Bachelor,Unemployed,0.0,10167.0,2.0,0.279,Married,GA,2023-04-01 12:53:24.213453
48.0,69177.0,709.0,Some College,Full-time,19.8,39539.0,3.0,0.271,Divorced,NC,2023-11-02 12:53:24.213453
34.0,56556.0,635.0,High School,Full-time,12.3,24705.0,2.0,0.344,Married,MI,2024-01-09 12:53:24.213453
30.0,50409.0,657.0,High School,Full-time,8.1,14849.0,3.0,0.362,Single,NY,2022-05-17 12:53:24.213453
46.0,72046.0,719.0,Bachelor,Full-time,19.5,18075.0,3.0,,Married,Other,2023-08-13 12:53:24.213453
46.0,78554.0,727.0,Master,Full-time,16.7,34600.0,3.0,0.268,Single,Other,2022-06-17 12:53:24.213453
34.0,71860.0,654.0,Bachelor,Part-time,10.0,32964.0,4.0,0.281,Married,Other,2023-10-07 12:53:24.213453
35.0,69743.0,606.0,High School,Full-time,12.5,,3.0,0.275,Married,CA,2022-03-18 12:53:24.213453
45.0,48227.0,712.0,Some College,Part-time,17.6,22667.0,2.0,0.284,Married,GA,2023-02-02 12:53:24.213453
20.0,,562.0,Bachelor,Part-time,1.1,10959.0,1.0,0.437,Single,IL,2022-02-05 12:53:24.213453
21.0,48515.0,582.0,Bachelor,Full-time,1.8,,3.0,0.384,Single,NC,2023-07-07 12:53:24.213453
31.0,28997.0,639.0,High School,Full-time,10.5,14986.0,1.0,,Divorced,Other,2023-07-13 12:53:24.213453
39.0,58129.0,659.0,High School,Full-time,14.2,32795.0,2.0,0.33,Single,GA,2022-04-06 12:53:24.213453
47.0,55948.0,725.0,Bachelor,Unemployed,0.0,16727.0,3.0,,Married,CA,2023-03-26 12:53:24.213453
64.0,71970.0,778.0,Some College,Full-time,36.4,53253.0,6.0,0.276,Divorced,OH,2024-08-21 12:53:24.213453
55.0,93622.0,775.0,Some College,Full-time,27.3,23854.0,4.0,0.179,Married,Other,2023-06-12 12:53:24.213453
40.0,74387.0,,High School,Full-time,13.4,22759.0,2.0,0.33,Married,Other,2022-12-27 12:53:24.213453
42.0,57352.0,716.0,Bachelor,Full-time,15.1,14667.0,2.0,0.255,Married,NC,2024-03-08 12:53:24.213453
27.0,20000.0,605.0,Master,Full-time,4.5,13778.0,1.0,0.395,Married,FL,2024-10-27 12:53:24.213453
42.0,57806.0,669.0,Master,Full-time,13.4,19296.0,2.0,0.288,Single,GA,2023-07-14 12:53:24.213453
38.0,65877.0,680.0,Bachelor,Full-time,12.5,20637.0,2.0,0.329,Single,Other,2022-09-30 12:53:24.213453
47.0,51316.0,635.0,Bachelor,Full-time,22.2,11732.0,2.0,,Married,Other,2023-01-15 12:53:24.213453
30.0,50750.0,649.0,High School,Full-time,2.0,32299.0,2.0,0.327,Divorced,Other,2024-12-06 12:53:24.213453
50.0,77770.0,693.0,Bachelor,Full-time,25.5,20003.0,5.0,0.2,Single,Other,2024-02-04 12:53:24.213453
65.0,109189.0,760.0,Some College,Retired,0.0,,6.0,,Single,NC,2024-06-30 12:53:24.213453
40.0,64794.0,635.0,Bachelor,Full-time,13.5,9001.0,3.0,0.287,Married,IL,2023-01-28 12:53:24.213453
48.0,60404.0,734.0,Some College,Retired,0.0,15870.0,3.0,0.22,Married,Other,2024-11-10 12:53:24.213453
52.0,98949.0,732.0,High School,Full-time,24.0,,3.0,0.208,Married,NC,2023-07-09 12:53:24.213453
36.0,54622.0,705.0,High School,Full-time,13.7,,2.0,0.321,Divorced,Other,2024-05-10 12:53:24.213453
45.0,70090.0,685.0,Some College,Full-time,20.4,35156.0,3.0,0.281,Single,GA,2024-03-22 12:53:24.213453
42.0,,623.0,High School,Full-time,13.2,15011.0,2.0,0.302,Divorced,CA,2023-03-26 12:53:24.213453
43.0,,,High School,Full-time,18.0,18722.0,2.0,0.33,Married,Other,2024-03-26 12:53:24.213453
30.0,34728.0,658.0,PhD,Full-time,6.0,7227.0,1.0,0.367,Married,CA,2022-06-12 12:53:24.213453
42.0,63406.0,681.0,Some College,Full-time,16.2,43767.0,3.0,0.271,Married,FL,2022-02-13 12:53:24.213453
49.0,102176.0,,Bachelor,Full-time,20.1,63960.0,6.0,,Married,IL,2025-01-02 12:53:24.213453
64.0,78421.0,771.0,Master,Full-time,37.1,40064.0,6.0,0.195,Single,Other,2022-11-21 12:53:24.213453
56.0,62797.0,742.0,PhD,Full-time,29.3,30911.0,3.0,0.243,Single,NC,2023-04-20 12:53:24.213453
74.0,136068.0,,Bachelor,Retired,0.0,28750.0,7.0,0.05,Married,CA,2025-01-20 12:53:24.213453
30.0,44860.0,674.0,Bachelor,Full-time,3.7,20069.0,2.0,0.343,Married,Other,2023-03-18 12:53:24.213453
55.0,75464.0,726.0,Some College,Full-time,25.6,32418.0,3.0,0.242,Married,PA,2023-10-22 12:53:24.213453
45.0,86099.0,677.0,Some College,Unemployed,0.0,39595.0,5.0,,Married,Other,2022-12-17 12:53:24.213453
75.0,106416.0,815.0,Some College,Unemployed,0.0,14247.0,8.0,0.091,Married,NC,2024-04-27 12:53:24.213453
30.0,75390.0,669.0,Bachelor,Full-time,8.9,19811.0,3.0,0.349,Single,Other,2024-07-23 12:53:24.213453
29.0,56669.0,611.0,Bachelor,Full-time,7.2,11693.0,2.0,0.418,Married,FL,2022-03-07 12:53:24.213453
33.0,45181.0,611.0,Some College,Unemployed,0.0,,2.0,0.376,Married,Other,2024-03-31 12:53:24.213453
18.0,62360.0,623.0,High School,Part-time,0.0,,3.0,0.331,Single,Other,2023-09-08 12:53:24.213453
34.0,44914.0,641.0,Bachelor,Unemployed,0.0,17072.0,2.0,0.331,Married,Other,2022-12-02 12:53:24.213453
31.0,60631.0,651.0,High School,Full-time,6.8,27373.0,4.0,0.278,Divorced,CA,2024-11-03 12:53:24.213453
44.0,73489.0,679.0,Bachelor,Full-time,19.7,45741.0,2.0,,Divorced,OH,2024-07-11 12:53:24.213453
47.0,93026.0,723.0,Bachelor,Unemployed,0.0,21993.0,3.0,,Married,Other,2022-02-11 12:53:24.213453
70.0,131423.0,810.0,Bachelor,Part-time,39.4,66318.0,7.0,,Married,CA,2022-04-23 12:53:24.213453
56.0,87480.0,778.0,Bachelor,Full-time,26.6,32510.0,5.0,0.268,Married,PA,2024-12-21 12:53:24.213453
33.0,41199.0,667.0,Master,Full-time,6.7,6071.0,2.0,0.304,Married,Other,2024-09-13 12:53:24.213453
29.0,53400.0,581.0,Some College,Full-time,5.4,,3.0,0.333,Single,OH,2024-01-13 12:53:24.213453
49.0,66334.0,681.0,Bachelor,Unemployed,,39883.0,,0.289,Married,Other,2022-09-28 12:53:24.213453
22.0,66201.0,583.0,Bachelor,Full-time,0.0,38784.0,2.0,0.322,Single,CA,2024-07-16 12:53:24.213453
69.0,108548.0,792.0,High School,Retired,0.0,34704.0,6.0,,Married,Other,2024-07-14 12:53:24.213453
60.0,87520.0,761.0,High School,Full-time,28.5,30960.0,6.0,0.187,Married,Other,2024-07-25 12:53:24.213453
35.0,58270.0,616.0,Some College,Full-time,12.6,29053.0,2.0,0.311,Married,NC,2024-02-25 12:53:24.213453
18.0,20000.0,542.0,Some College,Full-time,0.0,,1.0,0.398,Single,Other,2024-11-20 12:53:24.213453
62.0,81426.0,733.0,Bachelor,Full-time,34.9,32921.0,5.0,0.249,Married,TX,2023-09-23 12:53:24.213453
40.0,81006.0,703.0,Bachelor,Full-time,17.5,23357.0,5.0,0.301,Single,Other,2022-11-08 12:53:24.213453
61.0,84647.0,766.0,High School,Retired,0.0,46731.0,5.0,0.22,Married,Other,2023-11-12 12:53:24.213453
18.0,20000.0,548.0,High School,Part-time,0.0,,1.0,0.476,Married,FL,2023-09-21 12:53:24.213453
33.0,60550.0,661.0,Master,Full-time,4.6,32938.0,4.0,0.257,Married,Other,2024-10-05 12:53:24.213453
42.0,83786.0,689.0,High School,Retired,0.0,17723.0,2.0,0.248,Married,OH,2024-11-07 12:53:24.213453
43.0,78284.0,695.0,Some College,Full-time,14.1,37232.0,2.0,0.231,Divorced,Other,2024-07-18 12:53:24.213453
35.0,70441.0,722.0,Bachelor,Full-time,13.2,,4.0,0.306,Single,PA,2024-07-12 12:53:24.213453
51.0,68148.0,757.0,Bachelor,Full-time,23.4,35983.0,5.0,0.346,Divorced,Other,2024-09-13 12:53:24.213453
26.0,20673.0,556.0,High School,Part-time,4.0,12976.0,1.0,0.4,Single,Other,2022-09-06 12:53:24.213453
40.0,85520.0,726.0,High School,Full-time,10.0,31942.0,4.0,0.222,Single,TX,2024-01-27 12:53:24.213453
44.0,64160.0,717.0,High School,Unemployed,0.0,30043.0,2.0,0.316,Married,Other,2024-11-04 12:53:24.213453
50.0,74238.0,686.0,Bachelor,Full-time,24.2,44696.0,2.0,0.215,Married,TX,2023-07-02 12:53:24.213453
53.0,102423.0,782.0,Bachelor,Full-time,25.4,58719.0,7.0,,Married,PA,2024-04-21 12:53:24.213453
25.0,48843.0,666.0,High School,Full-time,2.1,12479.0,2.0,0.379,Married,TX,2023-06-16 12:53:24.213453
19.0,38338.0,558.0,Bachelor,Full-time,0.0,12396.0,2.0,0.459,Married,CA,2022-03-29 12:53:24.213453
61.0,126975.0,778.0,Bachelor,Full-time,34.5,84140.0,4.0,0.072,Married,FL,2024-04-23 12:53:24.213453
47.0,,731.0,High School,Full-time,19.6,23043.0,4.0,0.275,Married,MI,2023-10-06 12:53:24.213453
31.0,63418.0,,Some College,Full-time,7.3,29515.0,3.0,0.289,Single,GA,2023-04-01 12:53:24.213453
65.0,101355.0,809.0,Bachelor,Part-time,34.8,,4.0,0.124,Single,NC,2024-07-01 12:53:24.213453
44.0,73029.0,711.0,Some College,Full-time,22.4,27684.0,4.0,0.284,Married,FL,2023-04-07 12:53:24.213453
60.0,115927.0,804.0,Some College,Full-time,26.2,79355.0,6.0,0.088,Single,Other,2024-09-04 12:53:24.213453
43.0,75118.0,660.0,Bachelor,Full-time,18.2,23938.0,3.0,0.239,Married,Other,2024-08-22 12:53:24.213453
73.0,120574.0,850.0,Master,Full-time,40.0,45062.0,2.0,,Married,IL,2023-03-11 12:53:24.213453
68.0,121088.0,850.0,Bachelor,Unemployed,0.0,40634.0,6.0,,Single,Other,2023-06-06 12:53:24.213453
38.0,54526.0,658.0,Bachelor,Full-time,11.5,29921.0,3.0,0.366,Married,Other,2022-04-06 12:53:24.213453
57.0,75912.0,742.0,Bachelor,Full-time,27.9,33523.0,3.0,0.208,Single,Other,2024-07-30 12:53:24.213453
52.0,65328.0,671.0,Some College,Full-time,25.4,18849.0,3.0,0.265,Married,NY,2023-02-25 12:53:24.213453
63.0,68005.0,768.0,Bachelor,Part-time,39.0,11542.0,5.0,0.221,Married,CA,2022-04-23 12:53:24.213453
28.0,75843.0,673.0,Some College,Full-time,6.4,29352.0,3.0,0.251,Married,Other,2024-10-29 12:53:24.213453
52.0,64452.0,715.0,High School,Full-time,22.3,33719.0,1.0,0.29,Single,Other,2023-05-26 12:53:24.213453
58.0,86681.0,790.0,Bachelor,Full-time,28.0,30724.0,4.0,0.193,Married,TX,2024-03-17 12:53:24.213453
18.0,25848.0,566.0,Bachelor,Full-time,0.0,,1.0,0.382,Single,IL,2024-03-25 12:53:24.213453
24.0,43611.0,629.0,Some College,Full-time,,,,0.361,Single,Other,2023-11-13 12:53:24.213453
18.0,42236.0,562.0,Master,Full-time,0.0,21180.0,2.0,0.355,Single,Other,2023-07-07 12:53:24.213453
38.0,72907.0,682.0,High School,Full-time,14.3,41078.0,2.0,0.299,Married,Other,2022-08-23 12:53:24.213453
53.0,73754.0,724.0,Some College,Full-time,22.3,11306.0,3.0,0.199,Divorced,TX,2024-02-11 12:53:24.213453
65.0,97993.0,796.0,High School,Retired,0.0,31521.0,3.0,0.212,Married,OH,2022-12-15 12:53:24.213453
43.0,71739.0,686.0,Bachelor,Full-time,17.8,23431.0,3.0,0.233,Single,CA,2022-11-04 12:53:24.213453
66.0,98270.0,788.0,Bachelor,Full-time,33.7,35221.0,6.0,0.178,Married,PA,2024-07-20 12:53:24.213453
21.0,58610.0,642.0,Some College,Full-time,0.0,14013.0,2.0,0.339,Married,CA,2022-06-27 12:53:24.213453
18.0,37365.0,574.0,Bachelor,Unemployed,0.0,16058.0,1.0,,Single,Other,2024-03-18 12:53:24.213453
41.0,75523.0,646.0,Some College,Full-time,16.7,20395.0,3.0,0.306,Married,MI,2023-03-25 12:53:24.213453
48.0,84943.0,777.0,Bachelor,Full-time,20.8,32684.0,4.0,0.219,Married,Other,2023-07-22 12:53:24.213453
42.0,83602.0,747.0,Some College,Unemployed,0.0,,5.0,0.187,Married,CA,2023-02-26 12:53:24.213453
18.0,,544.0,Some College,Part-time,0.0,7065.0,1.0,0.46,Single,FL,2024-08-27 12:53:24.213453
41.0,,685.0,Master,Full-time,14.2,13843.0,3.0,0.316,Married,FL,2022-09-29 12:53:24.213453
22.0,41995.0,589.0,Some College,Full-time,0.0,20994.0,2.0,0.335,Single,PA,2024-10-25 12:53:24.213453
52.0,71230.0,731.0,High School,Part-time,28.1,19899.0,2.0,,Married,Other,2022-09-30 12:53:24.213453
47.0,65571.0,711.0,Bachelor,Full-time,20.3,29032.0,4.0,0.256,Married,PA,2024-10-02 12:53:24.213453
28.0,53795.0,627.0,Master,Full-time,5.6,20346.0,3.0,,Single,TX,2023-12-15 12:53:24.213453
34.0,72574.0,647.0,Some College,Full-time,9.5,11057.0,5.0,0.247,Married,CA,2023-09-10 12:53:24.213453
26.0,,596.0,High School,Retired,0.0,,2.0,,Married,CA,2023-10-09 12:53:24.213453
41.0,69132.0,661.0,Some College,Full-time,14.8,14788.0,3.0,0.302,Divorced,Other,2022-02-25 12:53:24.213453
56.0,112533.0,752.0,Bachelor,Full-time,,22765.0,,,Married,OH,2024-06-11 12:53:24.213453
27.0,47111.0,622.0,High School,Part-time,8.6,39348.0,2.0,0.322,Single,Other,2022-04-19 12:53:24.213453
50.0,117025.0,742.0,Bachelor,Full-time,19.9,56731.0,5.0,0.115,Divorced,Other,2024-11-07 12:53:24.213453
34.0,62483.0,681.0,PhD,Full-time,7.5,20716.0,3.0,0.275,Married,TX,2022-06-07 12:53:24.213453
30.0,21589.0,652.0,Some College,Full-time,5.5,7294.0,1.0,0.384,Single,TX,2023-03-19 12:53:24.213453
40.0,74300.0,673.0,Some College,Full-time,17.0,22588.0,2.0,0.231,Married,Other,2022-06-16 12:53:24.213453
26.0,47717.0,629.0,Some College,Part-time,3.2,,1.0,0.332,Divorced,Other,2023-08-01 12:53:24.213453
34.0,73346.0,686.0,High School,Full-time,7.1,21122.0,4.0,0.259,Married,PA,2023-02-22 12:53:24.213453
24.0,49098.0,631.0,Master,Full-time,4.1,16906.0,3.0,0.344,Single,CA,2023-08-24 12:53:24.213453
71.0,107423.0,819.0,Some College,Retired,0.0,53398.0,5.0,,Single,CA,2024-11-11 12:53:24.213453
43.0,49136.0,696.0,Some College,Full-time,17.9,15762.0,3.0,,Divorced,NY,2023-03-27 12:53:24.213453
32.0,,654.0,Bachelor,Retired,0.0,8475.0,3.0,0.362,Married,CA,2022-06-20 12:53:24.213453
